case_id,activity,timestamp,resource
10,Order_Placed,04-01-2024 05:02,Customer
10,Order_Validated,04-01-2024 05:12,System
10,Payment_Processed,04-01-2024 05:25,Payment_Gateway
10,Inventory_Checked,04-01-2024 05:46,Warehouse_System
10,Warehouse_A,04-01-2024 06:10,Warehouse_Staff
10,Packed,04-01-2024 06:28,Warehouse_Staff
10,Order_Processed,04-01-2024 06:50,Warehouse_Staff
10,Route_B,04-01-2024 07:01,Transport
10,Out_for_Delivery,04-01-2024 07:15,Delivery_Agent
10,Delivered,04-01-2024 07:40,Delivery_Agent
11,Order_Placed,09-01-2024 20:04,Customer
11,Order_Validated,09-01-2024 20:16,System
11,Payment_Processed,09-01-2024 20:28,Payment_Gateway
11,Inventory_Checked,09-01-2024 20:35,Warehouse_System
11,Warehouse_B,09-01-2024 21:27,Warehouse_Staff
11,Packed,09-01-2024 21:39,Warehouse_Staff
11,Order_Processed,09-01-2024 23:14,Warehouse_Staff
11,Route_B,09-01-2024 23:20,Transport
11,Out_for_Delivery,10-01-2024 00:14,Delivery_Agent
11,Delivered,10-01-2024 00:29,Delivery_Agent
12,Order_Placed,02-01-2024 23:01,Customer
12,Order_Validated,02-01-2024 23:12,System
12,Payment_Processed,02-01-2024 23:34,Payment_Gateway
12,Inventory_Checked,02-01-2024 23:43,Warehouse_System
12,Warehouse_B,03-01-2024 00:06,Warehouse_Staff
12,Packed,03-01-2024 00:18,Warehouse_Staff
12,Order_Processed,03-01-2024 01:32,Warehouse_Staff
12,Route_A,03-01-2024 01:50,Transport
12,Out_for_Delivery,03-01-2024 02:06,Delivery_Agent
12,Delivered,03-01-2024 02:25,Delivery_Agent
13,Order_Placed,02-01-2024 13:43,Customer
13,Order_Validated,02-01-2024 13:49,System
13,Payment_Processed,02-01-2024 14:06,Payment_Gateway
13,Inventory_Checked,02-01-2024 14:21,Warehouse_System
13,Warehouse_C,02-01-2024 15:21,Warehouse_Staff
13,Packed,02-01-2024 15:43,Warehouse_Staff
13,Order_Processed,02-01-2024 17:20,Warehouse_Staff
13,Route_D,02-01-2024 17:32,Transport
13,Out_for_Delivery,02-01-2024 17:39,Delivery_Agent
13,Delivered,02-01-2024 18:01,Delivery_Agent
14,Order_Placed,03-01-2024 13:33,Customer
14,Order_Validated,03-01-2024 13:40,System
14,Payment_Processed,03-01-2024 13:52,Payment_Gateway
14,Inventory_Checked,03-01-2024 14:02,Warehouse_System
14,Warehouse_A,03-01-2024 14:20,Warehouse_Staff
14,Packed,03-01-2024 14:40,Warehouse_Staff
14,Order_Processed,03-01-2024 14:57,Warehouse_Staff
14,Route_D,03-01-2024 17:16,Transport
14,Out_for_Delivery,03-01-2024 17:29,Delivery_Agent
14,Delivered,03-01-2024 17:48,Delivery_Agent
15,Order_Placed,07-01-2024 20:09,Customer
15,Order_Validated,07-01-2024 20:29,System
15,Payment_Processed,07-01-2024 20:38,Payment_Gateway
15,Inventory_Checked,07-01-2024 20:49,Warehouse_System
15,Warehouse_B,07-01-2024 21:24,Warehouse_Staff
15,Packed,07-01-2024 21:47,Warehouse_Staff
15,Order_Processed,07-01-2024 21:53,Warehouse_Staff
15,Route_D,08-01-2024 00:20,Transport
15,Out_for_Delivery,08-01-2024 00:41,Delivery_Agent
15,Delivered,08-01-2024 01:02,Delivery_Agent
16,Order_Placed,04-01-2024 22:08,Customer
16,Order_Validated,04-01-2024 22:15,System
16,Payment_Processed,04-01-2024 22:39,Payment_Gateway
16,Inventory_Checked,04-01-2024 22:46,Warehouse_System
16,Warehouse_A,04-01-2024 22:58,Warehouse_Staff
16,Packed,05-01-2024 00:11,Warehouse_Staff
16,Order_Processed,05-01-2024 00:23,Warehouse_Staff
16,Route_B,05-01-2024 00:29,Transport
16,Out_for_Delivery,05-01-2024 02:15,Delivery_Agent
16,Delivered,05-01-2024 02:38,Delivery_Agent
17,Order_Placed,14-01-2024 04:52,Customer
17,Order_Validated,14-01-2024 05:07,System
17,Payment_Processed,14-01-2024 05:19,Payment_Gateway
17,Inventory_Checked,14-01-2024 05:32,Warehouse_System
17,Warehouse_B,14-01-2024 06:29,Warehouse_Staff
17,Packed,14-01-2024 06:43,Warehouse_Staff
17,Order_Processed,14-01-2024 08:19,Warehouse_Staff
17,Route_C,14-01-2024 08:42,Transport
17,Out_for_Delivery,14-01-2024 08:49,Delivery_Agent
17,Delivered,14-01-2024 09:10,Delivery_Agent
18,Order_Placed,07-01-2024 08:57,Customer
18,Order_Validated,07-01-2024 09:09,System
18,Payment_Processed,07-01-2024 09:25,Payment_Gateway
18,Inventory_Checked,07-01-2024 09:39,Warehouse_System
18,Warehouse_A,07-01-2024 09:49,Warehouse_Staff
18,Packed,07-01-2024 10:08,Warehouse_Staff
18,Order_Processed,07-01-2024 10:22,Warehouse_Staff
18,Route_A,07-01-2024 10:47,Transport
18,Out_for_Delivery,07-01-2024 12:23,Delivery_Agent
18,Delivered,07-01-2024 12:37,Delivery_Agent
19,Order_Placed,03-01-2024 16:42,Customer
19,Order_Validated,03-01-2024 16:50,System
19,Payment_Processed,03-01-2024 17:12,Payment_Gateway
19,Inventory_Checked,03-01-2024 17:21,Warehouse_System
19,Warehouse_C,03-01-2024 18:27,Warehouse_Staff
19,Packed,03-01-2024 18:42,Warehouse_Staff
19,Order_Processed,03-01-2024 19:07,Warehouse_Staff
19,Route_A,03-01-2024 19:28,Transport
19,Out_for_Delivery,03-01-2024 20:31,Delivery_Agent
19,Delivered,03-01-2024 20:38,Delivery_Agent
20,Order_Placed,10-01-2024 23:34,Customer
20,Order_Validated,10-01-2024 23:43,System
20,Payment_Processed,11-01-2024 00:08,Payment_Gateway
20,Inventory_Checked,11-01-2024 00:21,Warehouse_System
20,Warehouse_C,11-01-2024 00:31,Warehouse_Staff
20,Packed,11-01-2024 00:53,Warehouse_Staff
20,Order_Processed,11-01-2024 02:09,Warehouse_Staff
20,Route_A,11-01-2024 02:18,Transport
20,Out_for_Delivery,11-01-2024 03:43,Delivery_Agent
20,Delivered,11-01-2024 04:06,Delivery_Agent
21,Order_Placed,13-01-2024 21:59,Customer
21,Order_Validated,13-01-2024 22:15,System
21,Payment_Processed,13-01-2024 22:21,Payment_Gateway
21,Inventory_Checked,13-01-2024 22:37,Warehouse_System
21,Warehouse_A,13-01-2024 22:48,Warehouse_Staff
21,Packed,13-01-2024 23:00,Warehouse_Staff
21,Order_Processed,13-01-2024 23:16,Warehouse_Staff
21,Route_A,13-01-2024 23:34,Transport
21,Out_for_Delivery,13-01-2024 23:58,Delivery_Agent
21,Delivered,14-01-2024 00:10,Delivery_Agent
22,Order_Placed,05-01-2024 01:02,Customer
22,Order_Validated,05-01-2024 01:07,System
22,Payment_Processed,05-01-2024 01:17,Payment_Gateway
22,Inventory_Checked,05-01-2024 01:32,Warehouse_System
22,Warehouse_C,05-01-2024 01:50,Warehouse_Staff
22,Packed,05-01-2024 02:02,Warehouse_Staff
22,Order_Processed,05-01-2024 03:02,Warehouse_Staff
22,Route_C,05-01-2024 04:31,Transport
22,Out_for_Delivery,05-01-2024 04:47,Delivery_Agent
22,Delivered,05-01-2024 04:59,Delivery_Agent
23,Order_Placed,06-01-2024 09:59,Customer
23,Order_Validated,06-01-2024 10:12,System
23,Payment_Processed,06-01-2024 10:19,Payment_Gateway
23,Inventory_Checked,06-01-2024 10:32,Warehouse_System
23,Warehouse_A,06-01-2024 10:48,Warehouse_Staff
23,Packed,06-01-2024 11:13,Warehouse_Staff
23,Order_Processed,06-01-2024 12:26,Warehouse_Staff
23,Route_A,06-01-2024 12:34,Transport
23,Out_for_Delivery,06-01-2024 13:43,Delivery_Agent
23,Delivered,06-01-2024 13:49,Delivery_Agent
24,Order_Placed,03-01-2024 19:27,Customer
24,Order_Validated,03-01-2024 19:45,System
24,Payment_Processed,03-01-2024 20:09,Payment_Gateway
24,Inventory_Checked,03-01-2024 20:30,Warehouse_System
24,Warehouse_C,03-01-2024 21:54,Warehouse_Staff
24,Packed,03-01-2024 22:05,Warehouse_Staff
24,Order_Processed,03-01-2024 23:47,Warehouse_Staff
24,Route_A,03-01-2024 23:58,Transport
24,Out_for_Delivery,04-01-2024 00:14,Delivery_Agent
24,Delivered,04-01-2024 00:29,Delivery_Agent
25,Order_Placed,08-01-2024 11:40,Customer
25,Order_Validated,08-01-2024 12:01,System
25,Payment_Processed,08-01-2024 12:15,Payment_Gateway
25,Inventory_Checked,08-01-2024 12:33,Warehouse_System
25,Warehouse_C,08-01-2024 13:46,Warehouse_Staff
25,Packed,08-01-2024 14:54,Warehouse_Staff
25,Order_Processed,08-01-2024 15:11,Warehouse_Staff
25,Route_A,08-01-2024 15:21,Transport
25,Out_for_Delivery,08-01-2024 15:45,Delivery_Agent
25,Delivered,08-01-2024 16:02,Delivery_Agent
26,Order_Placed,13-01-2024 19:25,Customer
26,Order_Validated,13-01-2024 19:43,System
26,Payment_Processed,13-01-2024 20:06,Payment_Gateway
26,Inventory_Checked,13-01-2024 20:30,Warehouse_System
26,Warehouse_C,13-01-2024 22:03,Warehouse_Staff
26,Packed,13-01-2024 22:22,Warehouse_Staff
26,Order_Processed,14-01-2024 00:23,Warehouse_Staff
26,Route_A,14-01-2024 00:33,Transport
26,Out_for_Delivery,14-01-2024 02:02,Delivery_Agent
26,Delivered,14-01-2024 02:27,Delivery_Agent
27,Order_Placed,08-01-2024 23:15,Customer
27,Order_Validated,08-01-2024 23:29,System
27,Payment_Processed,08-01-2024 23:41,Payment_Gateway
27,Inventory_Checked,08-01-2024 23:52,Warehouse_System
27,Warehouse_A,09-01-2024 00:01,Warehouse_Staff
27,Packed,09-01-2024 00:56,Warehouse_Staff
27,Order_Processed,09-01-2024 01:20,Warehouse_Staff
27,Route_D,09-01-2024 03:11,Transport
27,Out_for_Delivery,09-01-2024 03:28,Delivery_Agent
27,Delivered,09-01-2024 03:40,Delivery_Agent
28,Order_Placed,04-01-2024 16:43,Customer
28,Order_Validated,04-01-2024 17:01,System
28,Payment_Processed,04-01-2024 17:13,Payment_Gateway
28,Inventory_Checked,04-01-2024 17:23,Warehouse_System
28,Warehouse_C,04-01-2024 18:59,Warehouse_Staff
28,Packed,04-01-2024 19:11,Warehouse_Staff
28,Order_Processed,04-01-2024 20:38,Warehouse_Staff
28,Route_A,04-01-2024 20:59,Transport
28,Out_for_Delivery,04-01-2024 21:21,Delivery_Agent
28,Delivered,04-01-2024 21:40,Delivery_Agent
29,Order_Placed,12-01-2024 19:59,Customer
29,Order_Validated,12-01-2024 20:09,System
29,Payment_Processed,12-01-2024 20:29,Payment_Gateway
29,Inventory_Checked,12-01-2024 20:48,Warehouse_System
29,Warehouse_B,12-01-2024 21:01,Warehouse_Staff
29,Packed,12-01-2024 21:26,Warehouse_Staff
29,Order_Processed,12-01-2024 22:52,Warehouse_Staff
29,Route_C,12-01-2024 23:05,Transport
29,Out_for_Delivery,13-01-2024 00:20,Delivery_Agent
29,Delivered,13-01-2024 00:35,Delivery_Agent
30,Order_Placed,13-01-2024 15:16,Customer
30,Order_Validated,13-01-2024 15:25,System
30,Payment_Processed,13-01-2024 15:36,Payment_Gateway
30,Inventory_Checked,13-01-2024 15:43,Warehouse_System
30,Warehouse_A,13-01-2024 16:01,Warehouse_Staff
30,Packed,13-01-2024 16:19,Warehouse_Staff
30,Order_Processed,13-01-2024 17:41,Warehouse_Staff
30,Route_A,13-01-2024 17:59,Transport
30,Out_for_Delivery,13-01-2024 18:16,Delivery_Agent
30,Delivered,13-01-2024 18:39,Delivery_Agent
31,Order_Placed,01-01-2024 18:57,Customer
31,Order_Validated,01-01-2024 19:17,System
31,Payment_Processed,01-01-2024 19:22,Payment_Gateway
31,Inventory_Checked,01-01-2024 19:38,Warehouse_System
31,Warehouse_C,01-01-2024 19:52,Warehouse_Staff
31,Packed,01-01-2024 20:10,Warehouse_Staff
31,Order_Processed,01-01-2024 20:32,Warehouse_Staff
31,Route_C,01-01-2024 20:44,Transport
31,Out_for_Delivery,01-01-2024 20:57,Delivery_Agent
31,Delivered,01-01-2024 21:02,Delivery_Agent
32,Order_Placed,10-01-2024 04:39,Customer
32,Order_Validated,10-01-2024 04:49,System
32,Payment_Processed,10-01-2024 05:08,Payment_Gateway
32,Inventory_Checked,10-01-2024 05:17,Warehouse_System
32,Warehouse_B,10-01-2024 05:41,Warehouse_Staff
32,Packed,10-01-2024 05:58,Warehouse_Staff
32,Order_Processed,10-01-2024 07:20,Warehouse_Staff
32,Route_B,10-01-2024 07:29,Transport
32,Out_for_Delivery,10-01-2024 08:44,Delivery_Agent
32,Delivered,10-01-2024 09:01,Delivery_Agent
33,Order_Placed,08-01-2024 19:03,Customer
33,Order_Validated,08-01-2024 19:16,System
33,Payment_Processed,08-01-2024 19:34,Payment_Gateway
33,Inventory_Checked,08-01-2024 19:47,Warehouse_System
33,Warehouse_A,08-01-2024 19:54,Warehouse_Staff
33,Packed,08-01-2024 21:08,Warehouse_Staff
33,Order_Processed,08-01-2024 21:14,Warehouse_Staff
33,Route_A,08-01-2024 21:30,Transport
33,Out_for_Delivery,08-01-2024 21:42,Delivery_Agent
33,Delivered,08-01-2024 22:07,Delivery_Agent
34,Order_Placed,02-01-2024 06:10,Customer
34,Order_Validated,02-01-2024 06:15,System
34,Payment_Processed,02-01-2024 06:39,Payment_Gateway
34,Inventory_Checked,02-01-2024 06:48,Warehouse_System
34,Warehouse_C,02-01-2024 07:47,Warehouse_Staff
34,Packed,02-01-2024 08:10,Warehouse_Staff
34,Order_Processed,02-01-2024 08:29,Warehouse_Staff
34,Route_D,02-01-2024 10:19,Transport
34,Out_for_Delivery,02-01-2024 10:29,Delivery_Agent
34,Delivered,02-01-2024 10:37,Delivery_Agent
35,Order_Placed,14-01-2024 12:19,Customer
35,Order_Validated,14-01-2024 12:36,System
35,Payment_Processed,14-01-2024 12:47,Payment_Gateway
35,Inventory_Checked,14-01-2024 12:54,Warehouse_System
35,Warehouse_A,14-01-2024 13:17,Warehouse_Staff
35,Packed,14-01-2024 13:42,Warehouse_Staff
35,Order_Processed,14-01-2024 13:56,Warehouse_Staff
35,Route_A,14-01-2024 14:20,Transport
35,Out_for_Delivery,14-01-2024 14:28,Delivery_Agent
35,Delivered,14-01-2024 14:51,Delivery_Agent
36,Order_Placed,02-01-2024 06:41,Customer
36,Order_Validated,02-01-2024 06:48,System
36,Payment_Processed,02-01-2024 07:09,Payment_Gateway
36,Inventory_Checked,02-01-2024 07:34,Warehouse_System
36,Warehouse_B,02-01-2024 08:22,Warehouse_Staff
36,Packed,02-01-2024 09:25,Warehouse_Staff
36,Order_Processed,02-01-2024 09:50,Warehouse_Staff
36,Route_B,02-01-2024 10:09,Transport
36,Out_for_Delivery,02-01-2024 10:18,Delivery_Agent
36,Delivered,02-01-2024 10:39,Delivery_Agent
37,Order_Placed,07-01-2024 11:50,Customer
37,Order_Validated,07-01-2024 12:09,System
37,Payment_Processed,07-01-2024 12:27,Payment_Gateway
37,Inventory_Checked,07-01-2024 12:50,Warehouse_System
37,Warehouse_C,07-01-2024 13:58,Warehouse_Staff
37,Packed,07-01-2024 14:05,Warehouse_Staff
37,Order_Processed,07-01-2024 15:43,Warehouse_Staff
37,Route_C,07-01-2024 16:06,Transport
37,Out_for_Delivery,07-01-2024 16:23,Delivery_Agent
37,Delivered,07-01-2024 16:43,Delivery_Agent
38,Order_Placed,08-01-2024 17:43,Customer
38,Order_Validated,08-01-2024 17:58,System
38,Payment_Processed,08-01-2024 18:11,Payment_Gateway
38,Inventory_Checked,08-01-2024 18:35,Warehouse_System
38,Warehouse_A,08-01-2024 18:48,Warehouse_Staff
38,Packed,08-01-2024 19:42,Warehouse_Staff
38,Order_Processed,08-01-2024 21:05,Warehouse_Staff
38,Route_A,08-01-2024 21:25,Transport
38,Out_for_Delivery,08-01-2024 21:47,Delivery_Agent
38,Delivered,08-01-2024 22:07,Delivery_Agent
39,Order_Placed,12-01-2024 12:17,Customer
39,Order_Validated,12-01-2024 12:29,System
39,Payment_Processed,12-01-2024 12:46,Payment_Gateway
39,Inventory_Checked,12-01-2024 12:58,Warehouse_System
39,Warehouse_B,12-01-2024 13:12,Warehouse_Staff
39,Packed,12-01-2024 13:28,Warehouse_Staff
39,Order_Processed,12-01-2024 15:26,Warehouse_Staff
39,Route_A,12-01-2024 15:48,Transport
39,Out_for_Delivery,12-01-2024 16:03,Delivery_Agent
39,Delivered,12-01-2024 16:22,Delivery_Agent
40,Order_Placed,07-01-2024 12:08,Customer
40,Order_Validated,07-01-2024 12:23,System
40,Payment_Processed,07-01-2024 12:31,Payment_Gateway
40,Inventory_Checked,07-01-2024 12:53,Warehouse_System
40,Warehouse_B,07-01-2024 13:46,Warehouse_Staff
40,Packed,07-01-2024 14:06,Warehouse_Staff
40,Order_Processed,07-01-2024 14:29,Warehouse_Staff
40,Route_A,07-01-2024 14:50,Transport
40,Out_for_Delivery,07-01-2024 16:00,Delivery_Agent
40,Delivered,07-01-2024 16:11,Delivery_Agent
41,Order_Placed,08-01-2024 01:52,Customer
41,Order_Validated,08-01-2024 02:14,System
41,Payment_Processed,08-01-2024 02:23,Payment_Gateway
41,Inventory_Checked,08-01-2024 02:36,Warehouse_System
41,Warehouse_A,08-01-2024 02:42,Warehouse_Staff
41,Packed,08-01-2024 02:48,Warehouse_Staff
41,Order_Processed,08-01-2024 02:57,Warehouse_Staff
41,Route_A,08-01-2024 03:17,Transport
41,Out_for_Delivery,08-01-2024 03:25,Delivery_Agent
41,Delivered,08-01-2024 03:48,Delivery_Agent
42,Order_Placed,07-01-2024 19:27,Customer
42,Order_Validated,07-01-2024 19:33,System
42,Payment_Processed,07-01-2024 19:46,Payment_Gateway
42,Inventory_Checked,07-01-2024 20:06,Warehouse_System
42,Warehouse_B,07-01-2024 20:14,Warehouse_Staff
42,Packed,07-01-2024 20:31,Warehouse_Staff
42,Order_Processed,07-01-2024 20:54,Warehouse_Staff
42,Route_B,07-01-2024 21:00,Transport
42,Out_for_Delivery,07-01-2024 22:25,Delivery_Agent
42,Delivered,07-01-2024 22:39,Delivery_Agent
43,Order_Placed,03-01-2024 06:49,Customer
43,Order_Validated,03-01-2024 07:13,System
43,Payment_Processed,03-01-2024 07:37,Payment_Gateway
43,Inventory_Checked,03-01-2024 08:01,Warehouse_System
43,Warehouse_C,03-01-2024 08:13,Warehouse_Staff
43,Packed,03-01-2024 08:30,Warehouse_Staff
43,Order_Processed,03-01-2024 10:16,Warehouse_Staff
43,Route_A,03-01-2024 10:34,Transport
43,Out_for_Delivery,03-01-2024 10:48,Delivery_Agent
43,Delivered,03-01-2024 10:54,Delivery_Agent
44,Order_Placed,15-01-2024 05:07,Customer
44,Order_Validated,15-01-2024 05:32,System
44,Payment_Processed,15-01-2024 05:43,Payment_Gateway
44,Inventory_Checked,15-01-2024 05:56,Warehouse_System
44,Warehouse_C,15-01-2024 06:54,Warehouse_Staff
44,Packed,15-01-2024 07:36,Warehouse_Staff
44,Order_Processed,15-01-2024 09:22,Warehouse_Staff
44,Route_A,15-01-2024 09:42,Transport
44,Out_for_Delivery,15-01-2024 10:54,Delivery_Agent
44,Delivered,15-01-2024 11:08,Delivery_Agent
45,Order_Placed,11-01-2024 16:10,Customer
45,Order_Validated,11-01-2024 16:35,System
45,Payment_Processed,11-01-2024 16:58,Payment_Gateway
45,Inventory_Checked,11-01-2024 17:09,Warehouse_System
45,Warehouse_A,11-01-2024 17:27,Warehouse_Staff
45,Packed,11-01-2024 17:35,Warehouse_Staff
45,Order_Processed,11-01-2024 19:07,Warehouse_Staff
45,Route_A,11-01-2024 19:16,Transport
45,Out_for_Delivery,11-01-2024 20:53,Delivery_Agent
45,Delivered,11-01-2024 21:07,Delivery_Agent
46,Order_Placed,14-01-2024 21:12,Customer
46,Order_Validated,14-01-2024 21:31,System
46,Payment_Processed,14-01-2024 21:39,Payment_Gateway
46,Inventory_Checked,14-01-2024 21:58,Warehouse_System
46,Warehouse_C,14-01-2024 22:12,Warehouse_Staff
46,Packed,14-01-2024 22:25,Warehouse_Staff
46,Order_Processed,15-01-2024 00:13,Warehouse_Staff
46,Route_B,15-01-2024 00:19,Transport
46,Out_for_Delivery,15-01-2024 00:37,Delivery_Agent
46,Delivered,15-01-2024 01:01,Delivery_Agent
47,Order_Placed,07-01-2024 01:07,Customer
47,Order_Validated,07-01-2024 01:30,System
47,Payment_Processed,07-01-2024 01:35,Payment_Gateway
47,Inventory_Checked,07-01-2024 01:48,Warehouse_System
47,Warehouse_A,07-01-2024 02:11,Warehouse_Staff
47,Packed,07-01-2024 02:17,Warehouse_Staff
47,Order_Processed,07-01-2024 03:58,Warehouse_Staff
47,Route_A,07-01-2024 04:17,Transport
47,Out_for_Delivery,07-01-2024 05:47,Delivery_Agent
47,Delivered,07-01-2024 06:05,Delivery_Agent
48,Order_Placed,12-01-2024 12:50,Customer
48,Order_Validated,12-01-2024 13:05,System
48,Payment_Processed,12-01-2024 13:20,Payment_Gateway
48,Inventory_Checked,12-01-2024 13:28,Warehouse_System
48,Warehouse_C,12-01-2024 14:49,Warehouse_Staff
48,Packed,12-01-2024 15:03,Warehouse_Staff
48,Order_Processed,12-01-2024 15:20,Warehouse_Staff
48,Route_B,12-01-2024 15:42,Transport
48,Out_for_Delivery,12-01-2024 15:48,Delivery_Agent
48,Delivered,12-01-2024 16:03,Delivery_Agent
49,Order_Placed,07-01-2024 02:07,Customer
49,Order_Validated,07-01-2024 02:28,System
49,Payment_Processed,07-01-2024 02:33,Payment_Gateway
49,Inventory_Checked,07-01-2024 02:55,Warehouse_System
49,Warehouse_B,07-01-2024 03:14,Warehouse_Staff
49,Packed,07-01-2024 03:25,Warehouse_Staff
49,Order_Processed,07-01-2024 03:49,Warehouse_Staff
49,Route_D,07-01-2024 05:40,Transport
49,Out_for_Delivery,07-01-2024 06:39,Delivery_Agent
49,Delivered,07-01-2024 06:53,Delivery_Agent
50,Order_Placed,11-01-2024 07:21,Customer
50,Order_Validated,11-01-2024 07:46,System
50,Payment_Processed,11-01-2024 08:10,Payment_Gateway
50,Inventory_Checked,11-01-2024 08:22,Warehouse_System
50,Warehouse_C,11-01-2024 09:12,Warehouse_Staff
50,Packed,11-01-2024 09:34,Warehouse_Staff
50,Order_Processed,11-01-2024 09:46,Warehouse_Staff
50,Route_B,11-01-2024 09:54,Transport
50,Out_for_Delivery,11-01-2024 10:13,Delivery_Agent
50,Delivered,11-01-2024 10:38,Delivery_Agent
51,Order_Placed,04-01-2024 20:26,Customer
51,Order_Validated,04-01-2024 20:39,System
51,Payment_Processed,04-01-2024 20:57,Payment_Gateway
51,Inventory_Checked,04-01-2024 21:17,Warehouse_System
51,Warehouse_B,04-01-2024 22:14,Warehouse_Staff
51,Packed,04-01-2024 22:23,Warehouse_Staff
51,Order_Processed,04-01-2024 22:47,Warehouse_Staff
51,Route_C,04-01-2024 22:56,Transport
